ID|DateObs|TimeObs|Telescope|Filename|Object|RA_hhmmss|DEC_ddmmss|RA_deg|DEC_deg|RA_pix|Dec_pix|FilterName|JD|ExpTime_sec|Zmag|FWHM|Altitude|Airmass
28|2021-02-06|13:54:25|SLT|FU_Ori-20210206@135413-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1041.5944|1029.3665|B_Astrodon_2018|2459252.0794560187|30.0|19.5551|2.4767|66.0130|1.0934
29|2021-02-06|13:55:19|SLT|FU_Ori-20210206@135513-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1040.9347|1029.4147|V_Astrodon_2018|2459252.0800810186|10.0|20.7493|2.0468|65.8402|1.0943
30|2021-02-06|13:56:00|SLT|FU_Ori-20210206@135556-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1040.9507|1028.6541|R_Astrodon_2018|2459252.0805555554|5.0|21.4263|2.4687|65.7086|1.0953
31|2021-02-07|17:12:02|SLT|FU_Ori-20210207@171148-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|952.7339|1063.0937|B_Astrodon_2018|2459253.216689815|30.0|18.8357|4.0914|21.3387|2.7111
32|2021-02-07|17:12:58|SLT|FU_Ori-20210207@171251-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|952.4670|1064.4799|V_Astrodon_2018|2459253.217337963|10.0|20.3710|3.2195|21.1241|2.7273
33|2021-02-07|17:13:31|SLT|FU_Ori-20210207@171327-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|952.6579|1065.1247|R_Astrodon_2018|2459253.2177199074|5.0|21.1560|3.4450|20.9976|2.7406
34|2021-02-07|17:14:08|SLT|FU_Ori-20210207@171357-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|953.8478|1062.7641|B_Astrodon_2018|2459253.218148148|30.0|18.5860|4.5988|20.8559|2.7697
35|2021-02-07|17:15:05|SLT|FU_Ori-20210207@171458-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|953.5097|1063.2568|V_Astrodon_2018|2459253.2188078705|10.0|20.3320|3.1103|20.6374|2.7871
36|2021-02-07|17:15:38|SLT|FU_Ori-20210207@171534-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|953.6750|1065.0940|R_Astrodon_2018|2459253.2191898148|5.0|21.0883|3.5988|20.5110|2.8009
37|2021-02-08|16:53:41|SLT|FU_Ori-20210208@165328-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.5106|1045.7705|B_Astrodon_2018|2459254.2039467595|30.0|18.8572|2.8673|24.6540|2.3727
38|2021-02-08|16:54:38|SLT|FU_Ori-20210208@165431-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.5967|1045.9452|V_Astrodon_2018|2459254.2046064814|10.0|20.3094|2.4074|24.4356|2.3847
39|2021-02-08|16:55:11|SLT|FU_Ori-20210208@165507-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.1278|1047.0928|R_Astrodon_2018|2459254.204988426|5.0|21.1331|1.9887|24.3091|2.3944
40|2021-02-08|16:55:47|SLT|FU_Ori-20210208@165536-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|951.4425|1044.9025|B_Astrodon_2018|2459254.205405093|30.0|18.9812|2.5039|24.1711|2.4158
41|2021-02-08|16:56:43|SLT|FU_Ori-20210208@165636-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|951.0940|1046.8652|V_Astrodon_2018|2459254.2060532407|10.0|20.3282|2.1471|23.9565|2.4284
42|2021-02-08|16:57:15|SLT|FU_Ori-20210208@165711-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|950.8872|1047.1266|R_Astrodon_2018|2459254.206423611|5.0|21.0965|2.2589|23.8339|2.4383
43|2021-02-09|14:49:02|SLT|FU_Ori-20210209@144848-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.5875|1021.5485|B_Astrodon_2018|2459255.117384259|30.0|19.5178|2.3848|52.0882|1.2645
44|2021-02-09|14:49:56|SLT|FU_Ori-20210209@144951-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.9690|1022.4207|V_Astrodon_2018|2459255.1180092595|10.0|20.6818|2.0425|51.8893|1.2666
45|2021-02-09|14:50:29|SLT|FU_Ori-20210209@145025-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.1970|1021.8667|R_Astrodon_2018|2459255.1183912037|5.0|21.4150|1.9870|51.7676|1.2684
46|2021-02-09|14:51:05|SLT|FU_Ori-20210209@145053-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.5818|1021.6603|B_Astrodon_2018|2459255.1188078704|30.0|19.5215|2.3699|51.6349|1.2723
47|2021-02-09|14:51:59|SLT|FU_Ori-20210209@145154-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.8607|1021.7473|V_Astrodon_2018|2459255.1194328703|10.0|20.6409|2.2609|51.4356|1.2745
48|2021-02-09|14:52:32|SLT|FU_Ori-20210209@145228-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1025.0303|1022.0328|R_Astrodon_2018|2459255.119814815|5.0|21.4268|1.9728|51.3138|1.2763
49|2021-02-14|11:22:41|SLT|FU_Ori-20210214@112227-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1040.3368|1020.4386|B_Astrodon_2018|2459259.974085648|30.0|19.3889|2.9662|72.6637|1.0478
50|2021-02-14|11:23:35|SLT|FU_Ori-20210214@112329-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1040.3194|1020.9773|V_Astrodon_2018|2459259.974710648|10.0|20.5931|2.7524|72.7829|1.0474
51|2021-02-14|11:24:07|SLT|FU_Ori-20210214@112402-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1039.6966|1021.6122|R_Astrodon_2018|2459259.9750810186|5.0|21.3315|2.6547|72.8527|1.0471
52|2021-02-14|11:24:43|SLT|FU_Ori-20210214@112431-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1039.1238|1021.8965|B_Astrodon_2018|2459259.9754976854|30.0|19.4003|3.1227|72.9304|1.0463
53|2021-02-14|11:25:36|SLT|FU_Ori-20210214@112530-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1038.8136|1022.6281|V_Astrodon_2018|2459259.976111111|10.0|20.5868|2.8625|73.0432|1.0459
54|2021-02-14|11:26:08|SLT|FU_Ori-20210214@112604-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1038.7528|1022.4376|R_Astrodon_2018|2459259.9764814815|5.0|21.3542|2.6131|73.1104|1.0456
55|2021-02-14|11:50:44|SLT|FU_Ori-20210214@115030-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1038.4571|1002.0789|B_Astrodon_2018|2459259.993564815|30.0|19.5095|2.5093|75.3064|1.0338
56|2021-02-14|11:51:38|SLT|FU_Ori-20210214@115133-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1038.4623|1002.4494|V_Astrodon_2018|2459259.9941898147|10.0|20.6247|2.6603|75.3479|1.0337
57|2021-02-14|11:52:09|SLT|FU_Ori-20210214@115206-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1038.1842|1002.9295|R_Astrodon_2018|2459259.9945486113|5.0|21.4145|2.1503|75.3703|1.0336
58|2021-02-18|15:01:50|SLT|FU_Ori-20210218@150136-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.9814|1020.8236|B_Astrodon_2018|2459264.126273148|30.0|19.1030|3.3822|41.2672|1.5102
59|2021-02-18|15:02:44|SLT|FU_Ori-20210218@150239-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.6122|1021.7506|V_Astrodon_2018|2459264.126898148|10.0|20.4105|2.7992|41.0626|1.5139
60|2021-02-18|15:03:15|SLT|FU_Ori-20210218@150312-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.5005|1022.2423|R_Astrodon_2018|2459264.1272569443|5.0|21.1673|3.1844|40.9451|1.5170
61|2021-02-18|15:03:51|SLT|FU_Ori-20210218@150339-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.2112|1020.3285|B_Astrodon_2018|2459264.127673611|30.0|19.0826|3.3784|40.8087|1.5240
62|2021-02-18|15:04:44|SLT|FU_Ori-20210218@150439-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.7590|1021.2365|V_Astrodon_2018|2459264.128287037|10.0|20.4575|2.6990|40.6078|1.5279
63|2021-02-18|15:05:16|SLT|FU_Ori-20210218@150513-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.7603|1021.3349|R_Astrodon_2018|2459264.1286574076|5.0|21.1952|2.8089|40.4864|1.5310
64|2021-02-19|14:29:41|SLT|FU_Ori-20210219_142927-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.8914|1022.1855|B_Astrodon_2018|2459265.1039467594|30.0|19.3312|2.5473|47.6415|1.3494
65|2021-02-19|14:30:34|SLT|FU_Ori-20210219_143029-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.9139|1021.4511|V_Astrodon_2018|2459265.104560185|10.0|20.5461|2.5373|47.4434|1.3520
66|2021-02-19|14:31:06|SLT|FU_Ori-20210219_143102-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.5179|1021.7260|R_Astrodon_2018|2459265.1049305554|5.0|21.3399|2.0339|47.3237|1.3542
67|2021-02-19|14:31:42|SLT|FU_Ori-20210219_143130-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.1817|1020.1226|B_Astrodon_2018|2459265.105347222|30.0|19.3678|2.2969|47.1890|1.3591
68|2021-02-19|14:32:35|SLT|FU_Ori-20210219_143230-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.2306|1019.6785|V_Astrodon_2018|2459265.105960648|10.0|20.5486|2.6371|46.9906|1.3617
69|2021-02-19|14:33:06|SLT|FU_Ori-20210219_143302-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1024.6113|1020.6295|R_Astrodon_2018|2459265.1063194443|5.0|21.2286|3.0464|46.8745|1.3639
70|2021-02-20|15:25:15|SLT|FU_Ori-20210220_152502-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.4906|1004.6954|B_Astrodon_2018|2459266.142534722|30.0|19.0729|2.6587|34.1266|1.7724
71|2021-02-20|15:26:09|SLT|FU_Ori-20210220_152604-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.2126|1005.2543|V_Astrodon_2018|2459266.1431597224|10.0|20.3405|2.3973|33.9204|1.7780
72|2021-02-20|15:26:40|SLT|FU_Ori-20210220_152636-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.6085|1005.4736|R_Astrodon_2018|2459266.1435185187|5.0|21.1633|2.1322|33.8020|1.7827
73|2021-02-20|15:27:16|SLT|FU_Ori-20210220_152704-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|965.0189|1004.2887|B_Astrodon_2018|2459266.1439351854|30.0|19.0434|2.6009|33.6645|1.7933
74|2021-02-20|15:28:08|SLT|FU_Ori-20210220_152803-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|964.8140|1005.4427|V_Astrodon_2018|2459266.1445370372|10.0|20.3391|2.4301|33.4659|1.7991
75|2021-02-20|15:28:41|SLT|FU_Ori-20210220_152837-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|965.0242|1005.1517|R_Astrodon_2018|2459266.1449189815|5.0|21.1722|2.3079|33.3398|1.8040
76|2021-02-21|13:55:36|SLT|FU_Ori-20210221_135522-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|957.4396|984.2431|B_Astrodon_2018|2459267.0802777777|30.0|19.4396|2.0998|53.4650|1.2419
77|2021-02-21|13:56:31|SLT|FU_Ori-20210221_135626-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|957.3074|984.4393|V_Astrodon_2018|2459267.0809143516|10.0|20.6208|2.1963|53.2636|1.2438
78|2021-02-21|13:57:02|SLT|FU_Ori-20210221_135658-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|957.6110|984.9160|R_Astrodon_2018|2459267.0812731483|5.0|21.4103|1.9536|53.1500|1.2454
79|2021-02-21|13:57:38|SLT|FU_Ori-20210221_135726-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|958.3517|983.5533|B_Astrodon_2018|2459267.081689815|30.0|19.3871|2.3468|53.0181|1.2490
80|2021-02-21|13:58:31|SLT|FU_Ori-20210221_135826-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|958.1491|983.4404|V_Astrodon_2018|2459267.082303241|10.0|20.6179|2.3411|52.8236|1.2510
81|2021-02-21|13:59:03|SLT|FU_Ori-20210221_135859-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|958.0694|983.6579|R_Astrodon_2018|2459267.082673611|5.0|21.3878|2.1397|52.7062|1.2526
82|2021-02-22|14:35:28|SLT|FU_Ori-20210222_143515-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.8438|1034.5761|B_Astrodon_2018|2459268.107962963|30.0|19.3723|2.8618|43.6802|1.4429
83|2021-02-22|14:36:23|SLT|FU_Ori-20210222_143618-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1022.9354|1034.7857|V_Astrodon_2018|2459268.108599537|10.0|20.5860|2.3015|43.4727|1.4462
84|2021-02-22|14:36:56|SLT|FU_Ori-20210222_143652-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.2051|1035.3305|R_Astrodon_2018|2459268.1089814813|5.0|21.3403|2.4705|43.3482|1.4490
85|2021-02-22|14:37:32|SLT|FU_Ori-20210222_143721-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.7512|1034.0641|B_Astrodon_2018|2459268.109398148|30.0|19.3951|2.6931|43.2123|1.4552
86|2021-02-22|14:38:26|SLT|FU_Ori-20210222_143821-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.7300|1035.4400|V_Astrodon_2018|2459268.1100231484|10.0|20.5420|2.8078|43.0084|1.4586
87|2021-02-22|14:38:59|SLT|FU_Ori-20210222_143855-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1023.7011|1034.3441|R_Astrodon_2018|2459268.1104050926|5.0|21.3141|2.5544|42.8838|1.4614
88|2021-02-25|14:06:32|SLT|FU_Ori-20210225_140618-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|953.9495|994.5625|B_Astrodon_2018|2459271.0878703706|30.0|19.1107|2.8472|47.5426|1.3515
89|2021-02-25|14:07:26|SLT|FU_Ori-20210225_140721-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|953.5530|994.7117|V_Astrodon_2018|2459271.0884953705|10.0|20.3050|2.9742|47.3407|1.3541
90|2021-02-25|14:07:58|SLT|FU_Ori-20210225_140754-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|953.9331|994.5440|R_Astrodon_2018|2459271.0888657407|5.0|21.1769|2.3890|47.2210|1.3563
91|2021-02-25|14:08:33|SLT|FU_Ori-20210225_140822-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.5068|994.1427|B_Astrodon_2018|2459271.0892708334|30.0|19.1197|2.6301|47.0900|1.3613
92|2021-02-25|14:09:27|SLT|FU_Ori-20210225_140922-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.1329|994.7136|V_Astrodon_2018|2459271.0898958333|10.0|20.3780|2.4011|46.8878|1.3640
93|2021-02-25|14:09:59|SLT|FU_Ori-20210225_140955-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|954.5627|994.7548|R_Astrodon_2018|2459271.0902662035|5.0|21.1331|2.4499|46.7680|1.3662
94|2021-02-27|12:05:05|SLT|FU_Ori-20210227_120451-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.9421|1007.4597|B_Astrodon_2018|2459273.0035300925|30.0|19.2412|2.5454|70.7537|1.0585
95|2021-02-27|12:05:58|SLT|FU_Ori-20210227_120553-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.3761|1007.7677|V_Astrodon_2018|2459273.0041435184|10.0|20.3832|2.4389|70.6126|1.0590
96|2021-02-27|12:06:30|SLT|FU_Ori-20210227_120626-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.0970|1007.7936|R_Astrodon_2018|2459273.004513889|5.0|21.2261|2.1180|70.5267|1.0595
97|2021-02-27|12:07:06|SLT|FU_Ori-20210227_120654-B_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.4777|1007.0853|B_Astrodon_2018|2459273.0049305554|30.0|19.2670|2.3799|70.4296|1.0605
98|2021-02-27|12:07:59|SLT|FU_Ori-20210227_120754-V_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.1459|1007.1509|V_Astrodon_2018|2459273.0055439817|10.0|20.3873|2.4356|70.2856|1.0611
99|2021-02-27|12:08:41|SLT|FU_Ori-20210227_120837-R_Astrodon_2018_calib.fits|FU_Ori|05 45 21.91|+09 04 11.0|86.3413|9.0697|1001.2531|1007.5153|R_Astrodon_2018|2459273.0060300925|5.0|21.2075|2.3783|70.1706|1.0618
